state,place_name,fips_place,total_units,sf_1unit_units,duplex_units,mf_3plus_units
NJ,Washington township,77150,17,17,0,0
NJ,Washington township,77180,56,36,0,20
NJ,Robbinsville township,63850,30,30,0,0
NJ,Washington township,77240,9,9,0,0
NJ,Washington township,77300,64,64,0,0
NJ,Watchung borough,77600,4,4,0,0
NJ,Waterford township,77630,87,87,0,0
NJ,Wayne township,77840,14,12,2,0
NJ,Weehawken township,77930,838,5,0,833
NJ,Wenonah borough,78110,0,0,0,0
NJ,West Amwell township,78230,10,8,2,0
NJ,West Caldwell township,78510,33,1,0,32
NJ,West Cape May borough,78530,18,18,0,0
NJ,West Deptford township,78800,5,5,0,0
NJ,West Long Branch borough,79310,59,44,0,15
NJ,West Milford township,79460,14,14,0,0
NJ,West New York town,79610,1094,662,0,432
NJ,West Orange township,79800,159,13,0,146
NJ,Woodland Park borough,82423,0,0,0,0
NJ,West Wildwood borough,80210,26,26,0,0
NJ,West Windsor township,80240,770,202,0,568
NJ,Westampton township,78200,275,90,0,185
NJ,Westfield town,79040,17,8,0,9
NJ,Westville borough,80120,0,0,0,0
NJ,Westwood borough,80270,11,11,0,0
NJ,Weymouth township,80330,0,0,0,0
NJ,Wharton borough,80390,83,72,0,11
NJ,White township,80570,5,5,0,0
NJ,Wildwood,81170,145,16,22,107
NJ,Wildwood Crest borough,81200,52,43,4,5
NJ,Willingboro township,81440,0,0,0,0
NJ,Winfield township,81650,0,0,0,0
NJ,Winslow township,81740,82,5,0,77
NJ,Wood-Ridge borough,82570,84,84,0,0
NJ,Woodbine borough,81890,0,0,0,0
NJ,Woodbridge township,82000,139,26,0,113
NJ,Woodbury,82120,0,0,0,0
NJ,Woodbury Heights borough,82180,1,1,0,0
NJ,Woodcliff Lake borough,82300,9,9,0,0
NJ,Woodland township,82420,6,6,0,0
NJ,Woodlynne borough,82450,0,0,0,0
NJ,Woodstown borough,82720,1,1,0,0
NJ,Woolwich township,82840,149,134,0,15
NJ,Wrightstown borough,82960,0,0,0,0
NJ,Wyckoff township,83050,2,2,0,0
NY,Addison village,00287,0,0,0,0
NY,Airmont village,60510,8,8,0,0
NY,Akron village,50716,0,0,0,0
NY,Alabama town,00474,4,4,0,0
NY,Albany,01000,242,1,0,241
NY,Albion town,01044,0,0,0,0
NY,Albion town,01055,3,3,0,0
NY,Albion village,27958,1,1,0,0
NY,Alden town,01099,8,8,0,0
NY,Alden village,01099,0,0,0,0
NY,Alexander town,01165,5,5,0,0
NY,Alexander village,01165,0,0,0,0
NY,Alfred town,01209,0,0,0,0
NY,Alfred village,01209,0,0,0,0
NY,Allegany town,01297,0,0,0,0
NY,Allegany village,01297,9,9,0,0
NY,Allen town,01319,2,2,0,0
NY,Alma town,01429,0,0,0,0
NY,Almond town,01451,5,5,0,0
NY,Almond village,01451,0,0,0,0
NY,Tupper Lake town,75676,10,10,0,0
NY,Altamont village,31104,2,2,0,0
NY,Altona town,01583,8,8,0,0
NY,Amboy town,01649,10,10,0,0
NY,Amenia town,01693,41,31,0,10
NY,Ames village,12122,0,0,0,0
NY,Amherst town,02000,50,50,0,0
NY,Amity town,02011,2,2,0,0
NY,Amityville village,04000,21,0,0,21
NY,Amsterdam,02066,0,0,0,0
NY,Amsterdam town,02077,174,6,0,168
NY,Ancram town,02099,4,4,0,0
NY,Andes town,02132,2,2,0,0
NY,Andover town,02154,0,0,0,0
NY,Andover village,02154,0,0,0,0
NY,Angelica town,02187,3,3,0,0
NY,Angelica village,02187,2,2,0,0
NY,Angola village,24801,8,1,0,7
NY,Annsville town,02253,2,2,0,0
NY,Arcadia town,02440,9,7,2,0
NY,Ardsley village,30367,2,2,0,0
NY,Arietta town,02572,0,0,0,0
NY,Arkport village,35683,0,0,0,0
NY,Arkwright town,02605,0,0,0,0
NY,Asharoken village,37000,1,1,0,0
NY,Ashford town,02759,4,4,0,0
NY,Ashland town,02781,0,0,0,0
NY,Ashland town,02803,6,6,0,0
NY,Athens town,02913,4,4,0,0
NY,Athens village,02913,11,6,0,5
NY,Atlantic Beach village,34000,1,1,0,0
NY,Au Sable town,03221,3,3,0,0
NY,Auburn,03078,1,1,0,0
NY,Augusta town,03155,5,5,0,0
NY,Aurelius town,03166,6,6,0,0
NY,Aurora town,03199,13,13,0,0
NY,Aurora village,41740,0,0,0,0
NY,Austerlitz town,03287,0,0,0,0
NY,Ava town,03309,1,1,0,0
NY,Avoca town,03342,1,1,0,0
NY,Avon town,03364,15,15,0,0
NY,Avon village,03364,1,1,0,0
NY,Babylon town,04000,35,35,0,0
NY,Babylon village,04000,33,4,0,29
NY,Baldwin town,04132,0,0,0,0
NY,Baldwinsville village,44039,0,0,0,0
NY,Ballston Spa village,47537,1,1,0,0
NY,Ballston town,04220,261,83,2,176
NY,Bangor town,04319,4,4,0,0
NY,Barker town,04429,6,6,0,0
NY,Barker village,68330,0,0,0,0
NY,Barre town,04572,3,3,0,0
NY,Barrington town,04594,12,12,0,0
NY,Barton town,04671,5,5,0,0
NY,Batavia,04715,3,3,0,0
NY,Batavia town,04726,8,6,2,0
NY,Bath town,04770,19,19,0,0
NY,Bath village,04770,0,0,0,0
NY,Baxter Estates village,53000,1,1,0,0
NY,Bayville village,56000,8,8,0,0
NY,Beacon,05100,37,7,0,30
NY,Bedford town,05320,17,4,0,13
NY,Beekman town,05452,19,19,0,0
NY,Beekmantown town,05485,7,7,0,0
NY,Belfast town,05573,6,6,0,0
NY,Belle Terre village,10000,1,1,0,0
NY,Bellerose village,34000,0,0,0,0
NY,Bellmont town,05716,13,13,0,0
NY,Bellport village,10000,1,1,0,0
NY,Belmont village,02011,1,1,0,0
NY,Bemus Point village,23976,1,1,0,0
NY,Benson town,05958,0,0,0,0
NY,Benton town,06002,2,2,0,0
NY,Bergen town,06057,6,6,0,0
NY,Bergen village,06057,0,0,0,0
NY,Berkshire town,06145,6,6,0,0
NY,Berlin town,06189,3,3,0,0
NY,Berne town,06211,4,4,0,0
NY,Bethany town,06266,0,0,0,0
NY,Bethel town,06310,121,6,104,11
NY,Bethlehem town,06354,134,24,2,108
NY,Big Flats town,06475,5,5,0,0
NY,Binghamton,06607,65,0,0,65
NY,Binghamton town,06618,0,0,0,0
NY,Birdsall town,06717,3,3,0,0
NY,Black Brook town,06761,5,5,0,0
NY,Black River village,42015,0,0,0,0
NY,Bleecker town,06882,2,2,0,0
NY,Blenheim town,06893,3,3,0,0
NY,Bloomfield village,21699,1,1,0,0
NY,Blooming Grove town,07003,3,3,0,0
NY,Bloomingburg village,44809,0,0,0,0
NY,Bolivar town,07201,0,0,0,0
NY,Bolivar village,07201,1,1,0,0
NY,Bombay town,07278,3,3,0,0
NY,Boonville town,07366,5,3,2,0
NY,Boonville village,07366,0,0,0,0
NY,Boston town,07454,3,3,0,0
NY,Bovina town,07597,0,0,0,0
NY,Boylston town,07674,2,2,0,0
NY,Bradford town,07740,0,0,0,0
NY,Brandon town,07839,1,1,0,0
NY,Brant town,07894,1,1,0,0
NY,Brasher town,07938,17,17,0,0
NY,Brewster village,68924,0,0,0,0
NY,Briarcliff Manor village,55541,0,0,0,0
NY,Bridgewater town,08180,19,3,0,16
NY,Brighton town,08213,2,2,0,0
NY,Brighton town,08246,13,3,0,10
NY,Brightwaters village,38000,0,0,0,0
NY,Bristol town,08378,5,5,0,0
NY,Broadalbin town,08433,10,10,0,0
NY,Broadalbin village,46217,2,2,0,0
NY,Brockport village,15957,7,7,0,0
NY,Brocton village,59421,1,1,0,0
NY,Bronx borough,00000,6929,8,48,6873
NY,Bronxville village,21820,0,0,0,0
NY,Brookfield town,08587,4,4,0,0
NY,Brookhaven town,10000,514,334,0,180
NY,Brooklyn borough,00000,10063,25,88,9950
NY,Brookville village,56000,2,2,0,0
NY,Broome town,10154,0,0,0,0
NY,Brunswick town,10275,16,16,0,0
NY,Brushton village,47933,1,1,0,0
NY,Brutus town,10297,4,4,0,0
NY,Buchanan village,18410,149,1,0,148
NY,Buffalo,11000,183,31,0,152
NY,Burdett village,33073,0,0,0,0
NY,Burke town,11165,5,5,0,0
NY,Burke village,11165,0,0,0,0
NY,Burns town,11253,1,1,0,0
NY,Busti town,11451,0,0,0,0
NY,Butler town,11473,1,1,0,0
NY,Byron town,11572,3,3,0,0
NY,Cairo town,11649,21,21,0,0
NY,Caledonia town,11715,1,1,0,0
NY,Caledonia village,11715,0,0,0,0
NY,Callicoon town,11759,16,16,0,0
NY,Cambria town,11803,11,11,0,0
NY,Cambridge town,11836,0,0,0,0
NY,Camden town,11858,3,3,0,0
NY,Camden village,11858,0,0,0,0
NY,Cameron town,11880,5,5,0,0
NY,Camillus town,11913,29,29,0,0
NY,Camillus village,11913,0,0,0,0
NY,Campbell town,11946,4,4,0,0
NY,Canaan town,12056,1,1,0,0
NY,Canadice town,12100,5,5,0,0
NY,Canajoharie town,12122,2,2,0,0
NY,Canajoharie village,12122,1,1,0,0
NY,Canandaigua,12144,7,7,0,0
NY,Canandaigua town,12155,103,34,0,69
NY,Canaseraga village,11253,1,1,0,0
NY,Canastota village,41905,0,0,0,0
NY,Candor town,12221,5,5,0,0
NY,Candor village,12221,0,0,0,0
NY,Caneadea town,12243,8,8,0,0
NY,Canisteo town,12265,1,1,0,0
NY,Canisteo village,12265,1,1,0,0
NY,Canton town,12342,12,12,0,0
NY,Canton village,12342,0,0,0,0
NY,Carlisle town,12452,1,1,0,0
NY,Carlton town,12496,5,5,0,0
NY,Carmel town,12529,127,52,0,75
NY,Caroga town,12573,13,13,0,0
NY,Caroline town,12606,0,0,0,0
NY,Carroll town,12639,3,3,0,0
NY,Carrollton town,12661,0,0,0,0
NY,Carthage village,82348,0,0,0,0
NY,Cassadaga village,71476,0,0,0,0
NY,Castleton-on-Hudson village,65541,3,3,0,0
NY,Catharine town,12914,2,2,0,0
NY,Catlin town,12947,5,5,0,0
NY,Cato town,12969,5,5,0,0
NY,Cato village,37660,0,0,0,0
NY,Caton town,12991,5,5,0,0
NY,Catskill town,13013,30,26,0,4
NY,Catskill village,13013,0,0,0,0
NY,Cattaraugus village,49880,0,0,0,0
NY,Cayuga Heights village,38088,0,0,0,0
NY,Cayuga village,03166,0,0,0,0
NY,Cayuta town,13112,0,0,0,0
NY,Cazenovia town,13156,8,8,0,0
NY,Cazenovia village,13156,2,2,0,0
NY,Cedarhurst village,34000,0,0,0,0
NY,Celoron village,23998,1,1,0,0
NY,Centerville town,13475,4,4,0,0
NY,Central Square village,32688,6,2,4,0
NY,Centre Island village,56000,0,0,0,0
NY,Champlain town,13750,7,5,2,0
NY,Champlain village,13750,1,1,0,0
NY,Charleston town,13816,2,2,0,0
NY,Charlotte town,13860,3,3,0,0
NY,Charlton town,13926,19,19,0,0
NY,Chateaugay town,13992,4,4,0,0
NY,Chatham town,14014,14,14,0,0
NY,Chatham village,14014,0,0,0,0
NY,Chaumont village,43863,0,0,0,0
NY,Chautauqua town,14069,18,18,0,0
NY,Chazy town,14113,9,9,0,0
NY,Cheektowaga town,15011,136,16,2,118
NY,Chemung town,15077,4,4,0,0
NY,Chenango County Part Unincorporated Area,00000,142,46,0,96
NY,Chenango town,15110,8,8,0,0
NY,Cherry Creek town,15198,0,0,0,0
NY,Chester town,15308,58,58,0,0
NY,Chester village,29553,0,0,0,0
NY,Chesterfield town,15330,6,6,0,0
NY,Chestnut Ridge village,60510,3,3,0,0
NY,Chili town,15462,25,15,0,10
NY,Chittenango village,71993,1,1,0,0
NY,Churchville village,61808,2,0,2,0
NY,Cicero town,15704,16,16,0,0
NY,Cincinnatus town,15748,1,1,0,0
NY,Clare town,15792,0,0,0,0
NY,Clarence town,15825,58,58,0,0
NY,Clarendon town,15880,4,4,0,0
NY,Clarkson town,15957,8,8,0,0
NY,Clarkstown town,15968,9,9,0,0
NY,Clarksville town,15990,0,0,0,0
NY,Claverack town,16045,9,9,0,0
NY,Clay town,16067,37,37,0,0
NY,Clayton town,16100,0,0,0,0
NY,Clayville village,56330,0,0,0,0
NY,Clermont town,16177,21,21,0,0
NY,Cleveland village,17904,0,0,0,0
NY,Clifton Park town,16353,69,69,0,0
NY,Clifton Springs village,44864,2,2,0,0
NY,Clifton town,16287,4,4,0,0
NY,Clinton town,16397,0,0,0,0
NY,Clinton town,16408,7,7,0,0
NY,Clinton village,39804,0,0,0,0
NY,Clyde village,28013,12,0,0,12
NY,Clymer town,16595,7,7,0,0
NY,Cobleskill town,16639,6,6,0,0
NY,Cobleskill village,16639,0,0,0,0
NY,Cochecton town,16661,2,2,0,0
NY,Coeymans town,16694,14,14,0,0
NY,Cohocton town,16738,4,4,0,0
NY,Cohocton village,16738,0,0,0,0
NY,Cohoes,16749,10,3,4,3
NY,Colchester town,16793,0,0,0,0
NY,Cold Brook village,64254,0,0,0,0
NY,Cold Spring village,57584,0,0,0,0
NY,Colden town,16870,13,13,0,0
NY,Coldspring town,16903,2,2,0,0
NY,Colesville town,17046,4,4,0,0
NY,Collins town,17200,0,0,0,0
NY,Colonie town,17343,82,79,0,3
NY,Colonie village,17343,0,0,0,0
NY,Colton town,17409,3,3,0,0
NY,Columbia town,17431,1,1,0,0
NY,Concord town,17585,10,10,0,0
NY,Conesus town,17618,5,5,0,0
NY,Conesville town,17651,2,2,0,0
NY,Conewango town,17684,3,3,0,0
NY,Conklin town,17772,1,1,0,0
NY,Conquest town,17849,3,3,0,0
NY,Constable town,17871,4,1,0,3
NY,Constantia town,17904,8,8,0,0
NY,Copake town,18102,0,0,0,0
NY,Corfu village,57078,2,2,0,0
NY,Corinth town,18223,17,15,2,0
NY,Corinth village,18223,2,2,0,0
NY,Corning,18256,0,0,0,0
NY,Corning town,18267,3,3,0,0
NY,Cornwall-on-Hudson village,18300,1,1,0,0
NY,Cornwall town,18300,2,2,0,0
NY,Cortland,18388,3,0,0,3
NY,Cortlandt town,18410,7,7,0,0
NY,Cortlandville town,18421,17,3,2,12
NY,Cove Neck village,56000,0,0,0,0
NY,Coxsackie town,18729,0,0,0,0
NY,Coxsackie village,18729,0,0,0,0
NY,Crawford town,18916,10,10,0,0
NY,Croton-on-Hudson village,18410,4,4,0,0
NY,Crown Point town,19246,3,3,0,0
NY,Cuba town,19367,4,4,0,0
NY,Cuba village,19367,2,2,0,0
NY,Cuyler town,19499,1,1,0,0
NY,Danby town,19620,6,4,2,0
NY,Dannemora town,19653,3,3,0,0
NY,Dannemora village,65211,0,0,0,0
NY,Dansville town,19675,5,5,0,0
NY,Dansville village,51869,0,0,0,0
NY,Danube town,19686,3,3,0,0
NY,Darien town,19719,2,2,0,0
NY,Davenport town,19763,5,5,0,0
NY,Day town,19807,2,2,0,0
NY,Dayton town,19840,3,3,0,0
NY,De Kalb town,20038,6,6,0,0
NY,De Witt town,20478,7,7,0,0
NY,Deerfield town,19928,2,2,0,0
NY,Deerpark town,19961,9,9,0,0
NY,Delanson village,21006,0,0,0,0
NY,Delaware town,20104,9,9,0,0
NY,Delevan village,84055,0,0,0,0
NY,Delhi town,20137,8,8,0,0
NY,Delhi village,20137,0,0,0,0
NY,Denning town,20247,0,0,0,0
NY,Depew village,15011,0,0,0,0
NY,Deposit town,20357,6,6,0,0
NY,Deposit village,20357,1,1,0,0
NY,Dering Harbor village,66839,0,0,0,0
NY,DeRuyter town,20401,4,4,0,0
NY,DeRuyter village,20401,0,0,0,0
NY,Dexter village,10242,0,0,0,0
NY,Dickinson town,20588,2,2,0,0
NY,Dickinson town,20610,3,3,0,0
NY,Dix town,20676,5,5,0,0
NY,Dobbs Ferry village,30367,23,8,0,15
NY,Dolgeville village,44974,0,0,0,0
NY,Dover town,20819,5,5,0,0
NY,De Peyster town,20335,2,2,0,0
NY,Dresden village,75055,0,0,0,0
NY,Dryden town,20962,99,24,4,71
NY,Dryden village,20962,1,1,0,0
NY,Duane town,20973,0,0,0,0
NY,Duanesburg town,21006,13,13,0,0
NY,Dundee village,70816,4,1,0,3
NY,Dunkirk,21105,1,1,0,0
NY,Dunkirk town,21116,0,0,0,0
NY,Durham town,21204,2,2,0,0
NY,Earlville village,31720,1,1,0,0
NY,East Bloomfield town,21699,2,2,0,0
NY,East Fishkill town,21996,26,26,0,0
NY,East Greenbush town,22117,6,6,0,0
NY,East Hampton town,22194,107,107,0,0
NY,East Hampton village,22194,12,12,0,0
NY,East Hills village,56000,5,5,0,0
NY,East Nassau village,49517,0,0,0,0
NY,East Otto town,22678,0,0,0,0
NY,East Rochester village,22870,1,1,0,0
NY,East Rockaway village,34000,0,0,0,0
NY,East Syracuse village,20478,0,0,0,0
NY,East Williston village,53000,0,0,0,0
NY,Eastchester town,21820,1,1,0,0
NY,Easton town,22656,3,3,0,0
NY,Eaton town,23305,4,4,0,0
NY,Eden town,23415,12,12,0,0
NY,Edinburg town,23591,7,7,0,0
NY,Edwards town,23646,1,1,0,0
NY,Elba town,23756,2,2,0,0
NY,Elba village,23756,0,0,0,0
NY,Elbridge town,23800,6,6,0,0
NY,Elbridge village,23800,1,1,0,0
NY,Elizabethtown town,23833,7,7,0,0
NY,Ellenburg town,23921,3,3,0,0
NY,Ellenville village,78828,2,2,0,0
NY,Ellery town,23976,12,12,0,0
NY,Ellicott town,23998,9,9,0,0
NY,Ellicottville town,24031,6,6,0,0
NY,Ellicottville village,24031,4,2,2,0
NY,Ellington town,24053,0,0,0,0
NY,Elma town,24130,23,23,0,0
NY,Elmira,24229,63,0,0,63
NY,Elmira Heights village,35705,0,0,0,0
NY,Elmira town,24240,0,0,0,0
NY,Elmsford village,30367,2,2,0,0
NY,Endicott village,76056,0,0,0,0
NY,Enfield town,24548,12,12,0,0
NY,Ephratah town,24603,0,0,0,0
NY,Erin town,24636,2,2,0,0
NY,Erwin town,24647,2,2,0,0
NY,Esopus town,24691,16,16,0,0
NY,Esperance town,24724,2,2,0,0
NY,Esperance village,24724,0,0,0,0
NY,Essex town,24768,0,0,0,0
NY,Evans Mills village,42015,0,0,0,0
NY,Evans town,24801,0,0,0,0
NY,Fabius town,24878,3,3,0,0
NY,Fabius village,24878,0,0,0,0
NY,Fair Haven village,71146,2,2,0,0
NY,Fairfield town,24933,0,0,0,0
NY,Fairport village,57221,5,5,0,0
NY,Falconer village,23998,0,0,0,0
NY,Fallsburg town,25241,419,389,30,0
NY,Farmersville town,25340,10,8,2,0
NY,Farmingdale village,56000,4,4,0,0
NY,Farmington town,25406,46,46,0,0
NY,Farnham village,07894,0,0,0,0
NY,Fayetteville village,45029,0,0,0,0
NY,Fenner town,25593,0,0,0,0
NY,Fenton town,25604,0,0,0,0
NY,Fine town,25791,0,0,0,0
NY,Fishkill town,25978,72,52,0,20
NY,Fishkill village,25978,0,0,0,0
NY,Fleischmanns village,47031,0,0,0,0
NY,Fleming town,26231,3,3,0,0
NY,Floral Park village,34000,39,3,0,36
NY,Florence town,26297,4,4,0,0
NY,Florida town,26308,12,12,0,0
NY,Florida village,78366,0,0,0,0
NY,Flower Hill village,53000,3,3,0,0
NY,Floyd town,26385,6,6,0,0
NY,Fonda village,47834,0,0,0,0
NY,Forestburgh town,26528,4,4,0,0
NY,Forestport town,26627,17,17,0,0
NY,Fort Covington town,26737,0,0,0,0
NY,Fort Edward town,26781,2,2,0,0
NY,Fort Edward village,26781,3,3,0,0
NY,Fort Johnson village,02077,0,0,0,0
NY,Fort Plain village,12122,4,4,0,0
NY,Fowler town,27100,9,9,0,0
NY,Frankfort town,27199,0,0,0,0
NY,Frankfort village,27199,1,1,0,0
NY,Franklin town,27232,4,4,0,0
NY,Franklin town,27243,5,5,0,0
NY,Franklin village,27232,0,0,0,0
NY,Franklinville town,27342,1,1,0,0
NY,Franklinville village,27342,0,0,0,0
NY,Fredonia village,58981,1,1,0,0
NY,Freedom town,27441,1,1,0,0
NY,Freeport village,34000,9,9,0,0
NY,Freetown town,27496,0,0,0,0
NY,Freeville village,20962,0,0,0,0
NY,Fremont town,27551,2,2,0,0
NY,Fremont town,27573,0,0,0,0
NY,French Creek town,27606,5,5,0,0
NY,Friendship town,27705,2,2,0,0
NY,Fulton,27815,0,0,0,0
NY,Fultonville village,29047,4,4,0,0
NY,Gaines town,27958,2,2,0,0
NY,Galen town,28013,4,4,0,0
NY,Gallatin town,28068,6,6,0,0
NY,Galway town,28112,3,3,0,0
NY,Galway village,28112,0,0,0,0
NY,Garden City village,34000,0,0,0,0
NY,Gardiner town,28255,11,11,0,0
NY,Gates town,28442,31,31,0,0
NY,Geddes town,28519,5,5,0,0
NY,Genesee town,28563,0,0,0,0
NY,Geneseo town,28629,0,0,0,0
NY,Geneseo village,28629,0,0,0,0
NY,Geneva,28640,0,0,0,0
NY,Geneva town,28651,4,4,0,0
NY,Genoa town,28673,2,2,0,0
NY,Georgetown town,28695,3,3,0,0
NY,German Flatts town,28750,2,2,0,0
NY,Germantown town,28772,4,4,0,0
NY,Gerry town,28838,3,3,0,0
NY,Ghent town,28871,9,9,0,0
NY,Gilboa town,28981,6,6,0,0
NY,Glen Cove,29113,3,3,0,0
NY,Glen town,29047,3,3,0,0
NY,Glens Falls,29333,75,13,0,62
NY,Glenville town,29366,11,11,0,0
NY,Gloversville,29443,1,1,0,0
NY,Gorham town,29531,15,13,2,0
NY,Goshen town,29553,6,6,0,0
NY,Goshen village,29553,11,11,0,0
NY,Gouverneur town,29608,5,5,0,0
NY,Gouverneur village,29608,5,5,0,0
NY,Gowanda village,57331,0,0,0,0
NY,Grafton town,29674,7,7,0,0
NY,Granby town,29729,1,1,0,0
NY,Grand Island town,29828,75,75,0,0
NY,Grand View-on-Hudson village,55211,0,0,0,0
NY,Granger town,29905,5,5,0,0
NY,Great Neck Estates village,53000,3,3,0,0
NY,Great Neck Plaza village,53000,64,0,0,64
NY,Great Neck village,53000,5,5,0,0
NY,Great Valley town,30257,2,2,0,0
NY,Greece town,30290,42,38,4,0
NY,Green Island village,30532,1,1,0,0
NY,Greenburgh town,30367,10,10,0,0
NY,Greene town,30422,8,8,0,0
NY,Greenfield town,30444,15,15,0,0
NY,Greenport town,30565,16,16,0,0
NY,Greenport village,69463,0,0,0,0
NY,Greenville town,30620,5,5,0,0
NY,Greenville town,30631,7,7,0,0
NY,Greenwood Lake village,78366,0,0,0,0
NY,Greenwood town,30741,1,1,0,0
NY,Groton town,30972,0,0,0,0
NY,Groton village,30972,4,4,0,0
NY,Grove town,30994,1,1,0,0
NY,Groveland town,31016,3,3,0,0
NY,Guilderland town,31104,135,17,0,118
NY,Hadley town,31269,4,4,0,0
NY,Hagaman village,02077,0,0,0,0
NY,Halcott town,31379,3,3,0,0
NY,Halfmoon town,31489,100,100,0,0
NY,Hamburg town,31654,256,55,0,201
NY,Hamden town,31698,3,3,0,0
NY,Hamilton town,31720,3,3,0,0
NY,Hamilton village,31720,41,0,0,41
NY,Hamlin town,31797,4,4,0,0
NY,Hammond town,31841,9,9,0,0
NY,Hammondsport village,76496,0,0,0,0
NY,Hamptonburgh town,31907,7,7,0,0
NY,Hancock town,31951,6,6,0,0
NY,Hancock village,31951,0,0,0,0
NY,Hannibal town,32028,5,5,0,0
NY,Hannibal village,32028,0,0,0,0
NY,Hanover town,32050,6,6,0,0
NY,Hardenburgh town,32116,0,0,0,0
NY,Harford town,32160,0,0,0,0
NY,Harmony town,32248,1,1,0,0
NY,Harpersfield town,32281,7,7,0,0
NY,Harrietstown town,32314,8,8,0,0
NY,Harriman village,47999,0,0,0,0
NY,Harrison village,32413,289,46,0,243
NY,Hartland town,32490,5,5,0,0
NY,Hartsville town,32567,0,0,0,0
NY,Hastings town,32688,17,17,0,0
NY,Hastings-on-Hudson village,30367,0,0,0,0
NY,Haverstraw town,32765,0,0,0,0
NY,Haverstraw village,32765,27,1,2,24
NY,Head of the Harbor village,68000,0,0,0,0
NY,Hector town,33073,26,22,4,0
NY,Hempstead town,34000,269,243,26,0
NY,Hempstead village,34000,17,6,2,9
NY,Henrietta town,34099,124,84,0,40
NY,Herkimer town,34132,2,2,0,0
NY,Herkimer village,34132,0,0,0,0
NY,Hermon town,34176,6,6,0,0
NY,Heuvelton village,55563,1,1,0,0
NY,Hewlett Bay Park village,34000,2,2,0,0
NY,Hewlett Harbor village,34000,0,0,0,0
NY,Hewlett Neck village,34000,3,3,0,0
NY,Highland town,34473,5,5,0,0
NY,Highlands town,34550,5,3,2,0
NY,Hillburn village,60510,1,1,0,0
NY,Hillsdale town,34748,5,5,0,0
NY,Hilton village,56561,0,0,0,0
NY,Hinsdale town,34946,5,5,0,0
NY,Hobart village,70629,0,0,0,0
NY,Holland Patent village,75280,0,0,0,0
NY,Holland town,35122,5,5,0,0
NY,Holley village,49286,0,0,0,0
NY,Homer town,35287,2,2,0,0
NY,Homer village,18421,0,0,0,0
NY,Honeoye Falls village,46558,20,20,0,0
NY,Hoosick Falls village,35463,1,1,0,0
NY,Hoosick town,35463,6,6,0,0
NY,Hope town,35496,6,6,0,0
NY,Hopewell town,35551,7,7,0,0
NY,Hopkinton town,35595,0,0,0,0
NY,Hornby town,35661,1,1,0,0
NY,Hornell,35672,1,1,0,0
NY,Hornellsville town,35683,2,2,0,0
NY,Horseheads town,35705,8,4,4,0
NY,Horseheads village,35705,1,1,0,0
NY,Howard town,35837,0,0,0,0
NY,Hudson,35969,0,0,0,0
NY,Hudson Falls village,39650,4,4,0,0
NY,Hume town,36112,1,1,0,0
NY,Humphrey town,36123,1,1,0,0
NY,Hunter town,36178,0,0,0,0
NY,Hunter village,36178,1,1,0,0
NY,Huntington Bay village,37000,1,1,0,0
NY,Huntington town,37000,124,120,0,4
NY,Hurley town,37143,10,10,0,0
NY,Huron town,37165,0,0,0,0
NY,Hyde Park town,37209,46,6,0,40
NY,Ilion village,28750,0,0,0,0
NY,Independence town,37297,1,1,0,0
NY,Indian Lake town,37374,14,14,0,0
NY,Inlet town,37495,1,1,0,0
NY,Ira town,37660,6,6,0,0
NY,Irondequoit town,37726,11,11,0,0
NY,Irvington village,30367,2,2,0,0
NY,Ischua town,37825,3,3,0,0
NY,Island Park village,34000,11,11,0,0
NY,Islandia village,38000,18,18,0,0
NY,Islip town,38000,47,47,0,0
NY,Ithaca,38077,117,54,4,59
NY,Ithaca town,38088,3,1,2,0
NY,Jamestown,38264,2,2,0,0
NY,Jasper town,38319,1,1,0,0
NY,Jay town,38396,17,17,0,0
NY,Jefferson County Part Unincorporated Area,00000,172,172,0,0
NY,Jeffersonville village,11759,0,0,0,0
NY,Jerusalem town,38583,24,24,0,0
NY,Jewett town,38638,2,2,0,0
NY,Johnson City village,76056,1,1,0,0
NY,Johnstown,38781,1,1,0,0
NY,Johnstown town,38792,0,0,0,0
NY,Jordan village,23800,2,2,0,0
NY,Kaser village,60510,0,0,0,0
NY,Keene town,39067,18,18,0,0
NY,Kendall town,39188,3,3,0,0
NY,Kenmore village,75000,0,0,0,0
NY,Kensington village,53000,3,3,0,0
NY,Kent town,39331,4,4,0,0
NY,Kiantone town,39507,3,3,0,0
NY,Kinderhook town,39573,10,10,0,0
NY,Kinderhook village,39573,0,0,0,0
NY,Kings Point village,53000,5,5,0,0
NY,Kingsbury town,39650,9,9,0,0
NY,Kingston,39727,194,3,10,181
NY,Kingston town,39738,0,0,0,0
NY,Kirkland town,39804,4,4,0,0
NY,Kirkwood town,39837,2,2,0,0
NY,Kiryas Joel village,56185,692,0,0,692
NY,Knox town,40002,2,2,0,0
NY,Kortright town,40068,1,1,0,0
NY,LaGrange town,40299,26,26,0,0
NY,Lackawanna,40189,0,0,0,0
NY,Lacona village,65079,0,0,0,0
NY,LaFayette town,40266,20,20,0,0
NY,Lake Grove village,10000,11,11,0,0
NY,Lake Placid village,51935,6,6,0,0
NY,Lake Pleasant town,40794,6,6,0,0
NY,Lake Success village,53000,3,3,0,0
NY,Lakewood village,11451,0,0,0,0
NY,Lancaster town,41146,46,36,2,8
NY,Lancaster village,41146,0,0,0,0
